row,rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,assigned_condition,anchor_condition,language_version,stimulus,responses,is_anchor,wordfirst,value,phase,correct
1,13627,32,text,0,13631,0.0-0.0,xo6so9gn428vyyg,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,2089,32,text,1,15725,0.0-1.0,xo6so9gn428vyyg,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,5009,75,single-audio,2,20838,0.0-2.0,xo6so9gn428vyyg,0,0,1,audio/checkvolume.mp3,NULL,NULL,NULL,NULL,NULL,NULL
4,2989,32,text,3,23828,0.0-3.0,xo6so9gn428vyyg,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,-1000,-1,single-audio,4,54022,0.0-4.0-0.0-0.0-0.0-0.0,xo6so9gn428vyyg,0,0,1,audio/slide1.mp3,NULL,NULL,NULL,NULL,NULL,NULL
6,-1000,-1,single-audio,5,65331,0.0-4.0-0.0-0.0-0.0-1.0,xo6so9gn428vyyg,0,0,1,audio/slide2.mp3,NULL,NULL,NULL,NULL,NULL,NULL
7,-1000,-1,single-audio,6,69512,0.0-4.0-0.0-0.0-0.0-2.0,xo6so9gn428vyyg,0,0,1,audio/slide3a.mp3,NULL,NULL,NULL,NULL,NULL,NULL
8,-1000,-1,single-audio,7,70333,0.0-4.0-0.0-0.0-0.0-3.0,xo6so9gn428vyyg,0,0,1,audio/a8.mp3,NULL,NULL,NULL,NULL,NULL,NULL
9,-1000,-1,single-audio,8,75960,0.0-4.0-0.0-0.0-0.0-4.0,xo6so9gn428vyyg,0,0,1,audio/slide3b.mp3,NULL,NULL,NULL,NULL,NULL,NULL
10,-1000,-1,single-audio,9,76792,0.0-4.0-0.0-0.0-0.0-5.0,xo6so9gn428vyyg,0,0,1,audio/a8.mp3,NULL,NULL,NULL,NULL,NULL,NULL
11,-1000,-1,single-audio,10,80811,0.0-4.0-0.0-0.0-0.0-6.0,xo6so9gn428vyyg,0,0,1,audio/slide3c.mp3,NULL,NULL,NULL,NULL,NULL,NULL
12,-1000,-1,single-audio,11,81642,0.0-4.0-0.0-0.0-0.0-7.0,xo6so9gn428vyyg,0,0,1,audio/a8.mp3,NULL,NULL,NULL,NULL,NULL,NULL
13,-1000,-1,single-audio,12,87831,0.0-4.0-0.0-0.0-0.0-8.0,xo6so9gn428vyyg,0,0,1,audio/slide3d.mp3,NULL,NULL,NULL,NULL,NULL,NULL
14,-1000,-1,single-audio,13,110292,0.0-4.0-0.0-0.0-0.0-9.0,xo6so9gn428vyyg,0,0,1,audio/slide4a.mp3,NULL,NULL,NULL,NULL,NULL,NULL
15,-1000,-1,single-audio,14,111121,0.0-4.0-0.0-0.0-0.0-10.0,xo6so9gn428vyyg,0,0,1,audio/a5.mp3,NULL,NULL,NULL,NULL,NULL,NULL
16,-1000,-1,single-audio,15,116474,0.0-4.0-0.0-0.0-0.0-11.0,xo6so9gn428vyyg,0,0,1,audio/slide4b.mp3,NULL,NULL,NULL,NULL,NULL,NULL
17,-1000,-1,single-audio,16,117311,0.0-4.0-0.0-0.0-0.0-12.0,xo6so9gn428vyyg,0,0,1,audio/a5.mp3,NULL,NULL,NULL,NULL,NULL,NULL
18,-1000,-1,single-audio,17,120969,0.0-4.0-0.0-0.0-0.0-13.0,xo6so9gn428vyyg,0,0,1,audio/slide4c.mp3,NULL,NULL,NULL,NULL,NULL,NULL
19,-1000,-1,single-audio,18,121801,0.0-4.0-0.0-0.0-0.0-14.0,xo6so9gn428vyyg,0,0,1,audio/a5.mp3,NULL,NULL,NULL,NULL,NULL,NULL
20,-1000,-1,single-audio,19,143821,0.0-4.0-0.0-0.0-0.0-15.0,xo6so9gn428vyyg,0,0,1,audio/slide4d.mp3,NULL,NULL,NULL,NULL,NULL,NULL
21,12174,32,text,20,155996,0.0-4.0-0.0-0.0-1.0,xo6so9gn428vyyg,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,-1000,-1,single-audio,21,156821,0.0-4.0-0.0-1.0-0.0-0.0,xo6so9gn428vyyg,0,0,1,audio/a8.mp3,NULL,NULL,NULL,NULL,NULL,NULL
23,56262,NULL,survey-text,22,213085,0.0-4.0-0.0-1.0-0.0-1.0,xo6so9gn428vyyg,0,0,1,NULL,"{""Q0"":""apple""}",NULL,NULL,NULL,learning,NULL
24,1294,32,text,23,214380,0.0-4.0-0.0-1.0-0.0-2.0-0.0,xo6so9gn428vyyg,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25,-1000,-1,single-audio,24,215211,0.0-4.0-0.0-2.0-0.0-0.0,xo6so9gn428vyyg,0,0,1,audio/a5.mp3,NULL,NULL,NULL,NULL,NULL,NULL
26,1200,NULL,survey-text,25,216412,0.0-4.0-0.0-2.0-0.0-1.0,xo6so9gn428vyyg,0,0,1,NULL,"{""Q0"":""water""}",NULL,NULL,NULL,learning,NULL
27,719,32,text,26,217132,0.0-4.0-0.0-2.0-0.0-2.0-0.0,xo6so9gn428vyyg,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,2687,32,text,27,219820,0.0-5.0,xo6so9gn428vyyg,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,-1000,-1,single-audio,28,377397,0.0-6.0,xo6so9gn428vyyg,0,0,1,audio/streamb.mp3,NULL,NULL,NULL,NULL,NULL,NULL
30,35584,32,text,29,412981,0.0-7.0,xo6so9gn428vyyg,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,-1000,-1,single-audio,30,413811,0.0-8.0-0.0,xo6so9gn428vyyg,0,0,1,audio/pb6.mp3,NULL,NULL,NULL,NULL,NULL,NULL
32,-1000,-1,single-audio,31,415041,0.0-8.0-1.0,xo6so9gn428vyyg,0,0,1,audio/b5.mp3,NULL,NULL,NULL,NULL,NULL,NULL
33,2330,49,single-stim,32,417372,0.0-8.0-2.0,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,,NULL,test,0
34,-1000,-1,single-audio,33,418201,0.0-8.0-0.1,xo6so9gn428vyyg,0,0,1,audio/pb1.mp3,NULL,NULL,NULL,NULL,NULL,NULL
35,-1000,-1,single-audio,34,419432,0.0-8.0-1.1,xo6so9gn428vyyg,0,0,1,audio/b7.mp3,NULL,NULL,NULL,NULL,NULL,NULL
36,379,50,single-stim,35,419813,0.0-8.0-2.1,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,,NULL,test,1
37,-1000,-1,single-audio,36,420641,0.0-8.0-0.2,xo6so9gn428vyyg,0,0,1,audio/pb4.mp3,NULL,NULL,NULL,NULL,NULL,NULL
38,-1000,-1,single-audio,37,421841,0.0-8.0-1.2,xo6so9gn428vyyg,0,0,1,audio/b8.mp3,NULL,NULL,NULL,NULL,NULL,NULL
39,274,49,single-stim,38,422116,0.0-8.0-2.2,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,,NULL,test,0
40,-1000,-1,single-audio,39,422941,0.0-8.0-0.3,xo6so9gn428vyyg,0,0,1,audio/pb1.mp3,NULL,NULL,NULL,NULL,NULL,NULL
41,-1000,-1,single-audio,40,424171,0.0-8.0-1.3,xo6so9gn428vyyg,0,0,1,audio/b1.mp3,NULL,NULL,NULL,NULL,NULL,NULL
42,227,49,single-stim,41,424398,0.0-8.0-2.3,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,,NULL,test,0
43,-1000,-1,single-audio,42,425231,0.0-8.0-0.4,xo6so9gn428vyyg,0,0,1,audio/pb5.mp3,NULL,NULL,NULL,NULL,NULL,NULL
44,-1000,-1,single-audio,43,426462,0.0-8.0-1.4,xo6so9gn428vyyg,0,0,1,audio/b4.mp3,NULL,NULL,NULL,NULL,NULL,NULL
45,263,49,single-stim,44,426725,0.0-8.0-2.4,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,,NULL,test,0
46,-1000,-1,single-audio,45,427552,0.0-8.0-0.5,xo6so9gn428vyyg,0,0,1,audio/pb2.mp3,NULL,NULL,NULL,NULL,NULL,NULL
47,-1000,-1,single-audio,46,428773,0.0-8.0-1.5,xo6so9gn428vyyg,0,0,1,audio/b5.mp3,NULL,NULL,NULL,NULL,NULL,NULL
48,126,50,single-stim,47,428909,0.0-8.0-2.5,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,,NULL,test,1
49,-1000,-1,single-audio,48,429699,0.0-8.0-0.6,xo6so9gn428vyyg,0,0,1,audio/pb8.mp3,NULL,NULL,NULL,NULL,NULL,NULL
50,-1000,-1,single-audio,49,430932,0.0-8.0-1.6,xo6so9gn428vyyg,0,0,1,audio/b2.mp3,NULL,NULL,NULL,NULL,NULL,NULL
51,161,50,single-stim,50,431093,0.0-8.0-2.6,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,,NULL,test,1
52,-1000,-1,single-audio,51,431922,0.0-8.0-0.7,xo6so9gn428vyyg,0,0,1,audio/pb4.mp3,NULL,NULL,NULL,NULL,NULL,NULL
53,-1000,-1,single-audio,52,433148,0.0-8.0-1.7,xo6so9gn428vyyg,0,0,1,audio/b7.mp3,NULL,NULL,NULL,NULL,NULL,NULL
54,241,49,single-stim,53,433389,0.0-8.0-2.7,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,,NULL,test,0
55,-1000,-1,single-audio,54,434214,0.0-8.0-0.8,xo6so9gn428vyyg,0,0,1,audio/pb6.mp3,NULL,NULL,NULL,NULL,NULL,NULL
56,-1000,-1,single-audio,55,435452,0.0-8.0-1.8,xo6so9gn428vyyg,0,0,1,audio/b4.mp3,NULL,NULL,NULL,NULL,NULL,NULL
57,201,49,single-stim,56,435654,0.0-8.0-2.8,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,,NULL,test,0
58,-1000,-1,single-audio,57,436474,0.0-8.0-0.9,xo6so9gn428vyyg,0,0,1,audio/b5.mp3,NULL,NULL,NULL,NULL,NULL,NULL
59,-1000,-1,single-audio,58,437704,0.0-8.0-1.9,xo6so9gn428vyyg,0,0,1,audio/pb4.mp3,NULL,NULL,NULL,NULL,NULL,NULL
60,77,49,single-stim,59,437781,0.0-8.0-2.9,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,1,NULL,test,1
61,-1000,-1,single-audio,60,438611,0.0-8.0-0.10,xo6so9gn428vyyg,0,0,1,audio/pb5.mp3,NULL,NULL,NULL,NULL,NULL,NULL
62,-1000,-1,single-audio,61,439841,0.0-8.0-1.10,xo6so9gn428vyyg,0,0,1,audio/b1.mp3,NULL,NULL,NULL,NULL,NULL,NULL
63,92,50,single-stim,62,439934,0.0-8.0-2.10,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,,NULL,test,1
64,-1000,-1,single-audio,63,440761,0.0-8.0-0.11,xo6so9gn428vyyg,0,0,1,audio/b7.mp3,NULL,NULL,NULL,NULL,NULL,NULL
65,-1000,-1,single-audio,64,441961,0.0-8.0-1.11,xo6so9gn428vyyg,0,0,1,audio/pb8.mp3,NULL,NULL,NULL,NULL,NULL,NULL
66,202,49,single-stim,65,442165,0.0-8.0-2.11,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,1,NULL,test,1
67,-1000,-1,single-audio,66,442991,0.0-8.0-0.12,xo6so9gn428vyyg,0,0,1,audio/b3.mp3,NULL,NULL,NULL,NULL,NULL,NULL
68,-1000,-1,single-audio,67,444214,0.0-8.0-1.12,xo6so9gn428vyyg,0,0,1,audio/pb7.mp3,NULL,NULL,NULL,NULL,NULL,NULL
69,190,50,single-stim,68,444405,0.0-8.0-2.12,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,1,NULL,test,0
70,-1000,-1,single-audio,69,445232,0.0-8.0-0.13,xo6so9gn428vyyg,0,0,1,audio/b3.mp3,NULL,NULL,NULL,NULL,NULL,NULL
71,-1000,-1,single-audio,70,446424,0.0-8.0-1.13,xo6so9gn428vyyg,0,0,1,audio/pb8.mp3,NULL,NULL,NULL,NULL,NULL,NULL
72,213,50,single-stim,71,446637,0.0-8.0-2.13,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,1,NULL,test,0
73,-1000,-1,single-audio,72,447461,0.0-8.0-0.14,xo6so9gn428vyyg,0,0,1,audio/pb7.mp3,NULL,NULL,NULL,NULL,NULL,NULL
74,-1000,-1,single-audio,73,448685,0.0-8.0-1.14,xo6so9gn428vyyg,0,0,1,audio/b1.mp3,NULL,NULL,NULL,NULL,NULL,NULL
75,112,49,single-stim,74,448797,0.0-8.0-2.14,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,,NULL,test,0
76,-1000,-1,single-audio,75,449622,0.0-8.0-0.15,xo6so9gn428vyyg,0,0,1,audio/b2.mp3,NULL,NULL,NULL,NULL,NULL,NULL
77,-1000,-1,single-audio,76,450852,0.0-8.0-1.15,xo6so9gn428vyyg,0,0,1,audio/pb7.mp3,NULL,NULL,NULL,NULL,NULL,NULL
78,49,49,single-stim,77,450901,0.0-8.0-2.15,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,1,NULL,test,1
79,-1000,-1,single-audio,78,451715,0.0-8.0-0.16,xo6so9gn428vyyg,0,0,1,audio/b3.mp3,NULL,NULL,NULL,NULL,NULL,NULL
80,-1000,-1,single-audio,79,452945,0.0-8.0-1.16,xo6so9gn428vyyg,0,0,1,audio/pb3.mp3,NULL,NULL,NULL,NULL,NULL,NULL
81,204,49,single-stim,80,453149,0.0-8.0-2.16,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,1,NULL,test,1
82,-1000,-1,single-audio,81,453965,0.0-8.0-0.17,xo6so9gn428vyyg,0,0,1,audio/pb2.mp3,NULL,NULL,NULL,NULL,NULL,NULL
83,-1000,-1,single-audio,82,455202,0.0-8.0-1.17,xo6so9gn428vyyg,0,0,1,audio/b2.mp3,NULL,NULL,NULL,NULL,NULL,NULL
84,123,50,single-stim,83,455325,0.0-8.0-2.17,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,,NULL,test,1
85,-1000,-1,single-audio,84,456119,0.0-8.0-0.18,xo6so9gn428vyyg,0,0,1,audio/b8.mp3,NULL,NULL,NULL,NULL,NULL,NULL
86,-1000,-1,single-audio,85,457321,0.0-8.0-1.18,xo6so9gn428vyyg,0,0,1,audio/pb8.mp3,NULL,NULL,NULL,NULL,NULL,NULL
87,187,49,single-stim,86,457509,0.0-8.0-2.18,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,1,NULL,test,1
88,-1000,-1,single-audio,87,458332,0.0-8.0-0.19,xo6so9gn428vyyg,0,0,1,audio/pb3.mp3,NULL,NULL,NULL,NULL,NULL,NULL
89,-1000,-1,single-audio,88,459561,0.0-8.0-1.19,xo6so9gn428vyyg,0,0,1,audio/b6.mp3,NULL,NULL,NULL,NULL,NULL,NULL
90,122,49,single-stim,89,459685,0.0-8.0-2.19,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,,NULL,test,0
91,-1000,-1,single-audio,90,460474,0.0-8.0-0.20,xo6so9gn428vyyg,0,0,1,audio/b8.mp3,NULL,NULL,NULL,NULL,NULL,NULL
92,-1000,-1,single-audio,91,461704,0.0-8.0-1.20,xo6so9gn428vyyg,0,0,1,audio/pb5.mp3,NULL,NULL,NULL,NULL,NULL,NULL
93,244,50,single-stim,92,461949,0.0-8.0-2.20,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,1,NULL,test,0
94,-1000,-1,single-audio,93,462771,0.0-8.0-0.21,xo6so9gn428vyyg,0,0,1,audio/pb6.mp3,NULL,NULL,NULL,NULL,NULL,NULL
95,-1000,-1,single-audio,94,464001,0.0-8.0-1.21,xo6so9gn428vyyg,0,0,1,audio/b6.mp3,NULL,NULL,NULL,NULL,NULL,NULL
96,786,49,single-stim,95,464789,0.0-8.0-2.21,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,,NULL,test,0
97,-1000,-1,single-audio,96,465611,0.0-8.0-0.22,xo6so9gn428vyyg,0,0,1,audio/b3.mp3,NULL,NULL,NULL,NULL,NULL,NULL
98,-1000,-1,single-audio,97,466841,0.0-8.0-1.22,xo6so9gn428vyyg,0,0,1,audio/pb4.mp3,NULL,NULL,NULL,NULL,NULL,NULL
99,146,50,single-stim,98,466988,0.0-8.0-2.22,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,1,NULL,test,0
100,-1000,-1,single-audio,99,467811,0.0-8.0-0.23,xo6so9gn428vyyg,0,0,1,audio/b1.mp3,NULL,NULL,NULL,NULL,NULL,NULL
101,-1000,-1,single-audio,100,469041,0.0-8.0-1.23,xo6so9gn428vyyg,0,0,1,audio/pb2.mp3,NULL,NULL,NULL,NULL,NULL,NULL
102,131,49,single-stim,101,469173,0.0-8.0-2.23,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,1,NULL,test,1
103,-1000,-1,single-audio,102,470001,0.0-8.0-0.24,xo6so9gn428vyyg,0,0,1,audio/b2.mp3,NULL,NULL,NULL,NULL,NULL,NULL
104,-1000,-1,single-audio,103,471231,0.0-8.0-1.24,xo6so9gn428vyyg,0,0,1,audio/pb3.mp3,NULL,NULL,NULL,NULL,NULL,NULL
105,141,49,single-stim,104,471372,0.0-8.0-2.24,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,1,NULL,test,1
106,-1000,-1,single-audio,105,472203,0.0-8.0-0.25,xo6so9gn428vyyg,0,0,1,audio/b4.mp3,NULL,NULL,NULL,NULL,NULL,NULL
107,-1000,-1,single-audio,106,473430,0.0-8.0-1.25,xo6so9gn428vyyg,0,0,1,audio/pb1.mp3,NULL,NULL,NULL,NULL,NULL,NULL
108,167,50,single-stim,107,473597,0.0-8.0-2.25,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,1,NULL,test,0
109,-1000,-1,single-audio,108,474422,0.0-8.0-0.26,xo6so9gn428vyyg,0,0,1,audio/b6.mp3,NULL,NULL,NULL,NULL,NULL,NULL
110,-1000,-1,single-audio,109,475652,0.0-8.0-1.26,xo6so9gn428vyyg,0,0,1,audio/pb7.mp3,NULL,NULL,NULL,NULL,NULL,NULL
111,377,49,single-stim,110,476029,0.0-8.0-2.26,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,1,NULL,test,1
112,-1000,-1,single-audio,111,476852,0.0-8.0-0.27,xo6so9gn428vyyg,0,0,1,audio/b7.mp3,NULL,NULL,NULL,NULL,NULL,NULL
113,-1000,-1,single-audio,112,478082,0.0-8.0-1.27,xo6so9gn428vyyg,0,0,1,audio/pb3.mp3,NULL,NULL,NULL,NULL,NULL,NULL
114,115,49,single-stim,113,478197,0.0-8.0-2.27,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,1,NULL,test,1
115,-1000,-1,single-audio,114,478992,0.0-8.0-0.28,xo6so9gn428vyyg,0,0,1,audio/b8.mp3,NULL,NULL,NULL,NULL,NULL,NULL
116,-1000,-1,single-audio,115,480222,0.0-8.0-1.28,xo6so9gn428vyyg,0,0,1,audio/pb6.mp3,NULL,NULL,NULL,NULL,NULL,NULL
117,147,50,single-stim,116,480369,0.0-8.0-2.28,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,1,NULL,test,0
118,-1000,-1,single-audio,117,481202,0.0-8.0-0.29,xo6so9gn428vyyg,0,0,1,audio/pb1.mp3,NULL,NULL,NULL,NULL,NULL,NULL
119,-1000,-1,single-audio,118,482432,0.0-8.0-1.29,xo6so9gn428vyyg,0,0,1,audio/b6.mp3,NULL,NULL,NULL,NULL,NULL,NULL
120,51,49,single-stim,119,482485,0.0-8.0-2.29,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,,NULL,test,0
121,-1000,-1,single-audio,120,483311,0.0-8.0-0.30,xo6so9gn428vyyg,0,0,1,audio/pb2.mp3,NULL,NULL,NULL,NULL,NULL,NULL
122,-1000,-1,single-audio,121,484541,0.0-8.0-1.30,xo6so9gn428vyyg,0,0,1,audio/b4.mp3,NULL,NULL,NULL,NULL,NULL,NULL
123,48,50,single-stim,122,484589,0.0-8.0-2.30,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,,NULL,test,1
124,-1000,-1,single-audio,123,485411,0.0-8.0-0.31,xo6so9gn428vyyg,0,0,1,audio/b5.mp3,NULL,NULL,NULL,NULL,NULL,NULL
125,-1000,-1,single-audio,124,486641,0.0-8.0-1.31,xo6so9gn428vyyg,0,0,1,audio/pb5.mp3,NULL,NULL,NULL,NULL,NULL,NULL
126,74,49,single-stim,125,486716,0.0-8.0-2.31,xo6so9gn428vyyg,0,0,1,"<p>Which sounded more like a word in the alien language?</p><p>Press <strong>â€œ1â€</strong> for th",NULL,,1,NULL,test,1
127,19855,NULL,survey-text,126,506582,0.0-9.0,xo6so9gn428vyyg,0,0,1,NULL,"{""Q0"":""1989"",""Q1"":""Male"",""Q2"":""6"",""Q3"":""No""}",NULL,NULL,NULL,demographics,NULL
128,2655,32,text,0,2657,0.0-0.0,gun5wg37vm5l7d3,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
129,6556,32,text,1,9215,0.0-1.0,gun5wg37vm5l7d3,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130,10575,75,single-audio,2,19897,0.0-2.0,gun5wg37vm5l7d3,0,0,1,audio/checkvolume.mp3,NULL,NULL,NULL,NULL,NULL,NULL
131,12870,32,text,3,32767,0.0-3.0,gun5wg37vm5l7d3,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
132,-1000,-1,single-audio,4,62961,0.0-4.0-0.0-0.0-0.0-0.0,gun5wg37vm5l7d3,0,0,1,audio/slide1.mp3,NULL,NULL,NULL,NULL,NULL,NULL
133,-1000,-1,single-audio,5,74267,0.0-4.0-0.0-0.0-0.0-1.0,gun5wg37vm5l7d3,0,0,1,audio/slide2.mp3,NULL,NULL,NULL,NULL,NULL,NULL
134,-1000,-1,single-audio,6,78452,0.0-4.0-0.0-0.0-0.0-2.0,gun5wg37vm5l7d3,0,0,1,audio/slide3a.mp3,NULL,NULL,NULL,NULL,NULL,NULL
135,-1000,-1,single-audio,7,79285,0.0-4.0-0.0-0.0-0.0-3.0,gun5wg37vm5l7d3,0,0,1,audio/a8.mp3,NULL,NULL,NULL,NULL,NULL,NULL
136,-1000,-1,single-audio,8,84903,0.0-4.0-0.0-0.0-0.0-4.0,gun5wg37vm5l7d3,0,0,1,audio/slide3b.mp3,NULL,NULL,NULL,NULL,NULL,NULL
137,-1000,-1,single-audio,9,85726,0.0-4.0-0.0-0.0-0.0-5.0,gun5wg37vm5l7d3,0,0,1,audio/a8.mp3,NULL,NULL,NULL,NULL,NULL,NULL
138,-1000,-1,single-audio,10,89760,0.0-4.0-0.0-0.0-0.0-6.0,gun5wg37vm5l7d3,0,0,1,audio/slide3c.mp3,NULL,NULL,NULL,NULL,NULL,NULL
139,-1000,-1,single-audio,11,90582,0.0-4.0-0.0-0.0-0.0-7.0,gun5wg37vm5l7d3,0,0,1,audio/a8.mp3,NULL,NULL,NULL,NULL,NULL,NULL
140,-1000,-1,single-audio,12,96778,0.0-4.0-0.0-0.0-0.0-8.0,gun5wg37vm5l7d3,0,0,1,audio/slide3d.mp3,NULL,NULL,NULL,NULL,NULL,NULL
141,-1000,-1,single-audio,13,119249,0.0-4.0-0.0-0.0-0.0-9.0,gun5wg37vm5l7d3,0,0,1,audio/slide4a.mp3,NULL,NULL,NULL,NULL,NULL,NULL
142,-1000,-1,single-audio,14,120082,0.0-4.0-0.0-0.0-0.0-10.0,gun5wg37vm5l7d3,0,0,1,audio/a1.mp3,NULL,NULL,NULL,NULL,NULL,NULL
143,-1000,-1,single-audio,15,125434,0.0-4.0-0.0-0.0-0.0-11.0,gun5wg37vm5l7d3,0,0,1,audio/slide4b.mp3,NULL,NULL,NULL,NULL,NULL,NULL
144,-1000,-1,single-audio,16,126257,0.0-4.0-0.0-0.0-0.0-12.0,gun5wg37vm5l7d3,0,0,1,audio/a1.mp3,NULL,NULL,NULL,NULL,NULL,NULL
145,-1000,-1,single-audio,17,129914,0.0-4.0-0.0-0.0-0.0-13.0,gun5wg37vm5l7d3,0,0,1,audio/slide4c.mp3,NULL,NULL,NULL,NULL,NULL,NULL
146,-1000,-1,single-audio,18,130747,0.0-4.0-0.0-0.0-0.0-14.0,gun5wg37vm5l7d3,0,0,1,audio/a1.mp3,NULL,NULL,NULL,NULL,NULL,NULL
147,-1000,-1,single-audio,19,152771,0.0-4.0-0.0-0.0-0.0-15.0,gun5wg37vm5l7d3,0,0,1,audio/slide4d.mp3,NULL,NULL,NULL,NULL,NULL,NULL
148,8462,32,text,20,161233,0.0-4.0-0.0-0.0-1.0,gun5wg37vm5l7d3,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
149,-1000,-1,single-audio,21,162068,0.0-4.0-0.0-1.0-0.0-0.0,gun5wg37vm5l7d3,0,0,1,audio/a8.mp3,NULL,NULL,NULL,NULL,NULL,NULL
150,6190,NULL,survey-text,22,168258,0.0-4.0-0.0-1.0-0.0-1.0,gun5wg37vm5l7d3,0,0,1,NULL,"{""Q0"":""apple""}",NULL,NULL,NULL,learning,NULL
151,1246,32,text,23,169505,0.0-4.0-0.0-1.0-0.0-2.0-0.0,gun5wg37vm5l7d3,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
